,F06,F07,F08,F09,F11,F14,F18,F19,F21,F22,G01,G02,G03,G05,G07,G09,G10,L02,L03,L04,L06,L07,L08,L11,L13,L14,L15,L16,L17,L18,L20,L21,L22,L23,M02,M03,M04,M07,M08,M09,R03,R04,R05,R06,R08,R10,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu759,0,0,3,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Pseudomonadaceae(100.0),Pseudomonas_E(100.0),Pseudomonas_E lurida(5.484547511312216)
Zotu740,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,0,2,2,1,0,0,2,7,2,0,1,0,0,0,3,0,0,0,0,0,1,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(52.20670995671001),Pseudomonadales(52.20670995671001),Pseudomonadaceae(52.20670995671001),Hepatobacter(47.79329004329006),Hepatobacter penaei(47.79329004329006)
Zotu955,3,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(55.507900432900385),Pseudomonadales(55.507900432900385),Pseudomonadaceae(55.507900432900385),Hepatobacter(44.492099567099544),Hepatobacter penaei(44.492099567099544)
Zotu1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(55.642424242424255),Pseudomonadales(55.642424242424255),Pseudomonadaceae(55.642424242424255),Hepatobacter(44.357575757575766),Hepatobacter penaei(44.357575757575766)
Zotu677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,7,0,0,0,0,4,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(58.6495670995671),Pseudomonadales(58.6495670995671),Pseudomonadaceae(58.6495670995671),Hepatobacter(41.35043290043291),Hepatobacter penaei(41.35043290043291)
Zotu676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(60.86675269175277),Pseudomonadales(60.86675269175277),Pseudomonadaceae(60.86675269175277),Hepatobacter(39.133247308247334),Hepatobacter penaei(39.133247308247334)
Zotu883,0,0,2,0,0,1,0,0,9,0,0,0,0,0,0,0,0,10,6,2,0,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(62.115800865800885),Pseudomonadales(62.115800865800885),Pseudomonadaceae(62.115800865800885),Hepatobacter(37.88419913419915),Hepatobacter penaei(37.88419913419915)
Zotu760,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,6,0,0,0,2,0,0,0,0,0,1,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(62.819047619047595),Pseudomonadales(62.819047619047595),Pseudomonadaceae(62.819047619047595),Hepatobacter(37.180952380952384),Hepatobacter penaei(37.180952380952384)
Zotu1104,0,0,2,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,1,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(63.16699134199138),Pseudomonadales(63.16699134199138),Pseudomonadaceae(63.16699134199138),Pseudomonas_E(42.0503246753247),Hepatobacter penaei(36.83300865800867)
Zotu853,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,5,0,0,0,3,0,0,0,0,0,2,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(64.3024059274059),Pseudomonadales(64.3024059274059),Pseudomonadaceae(64.3024059274059),Pseudomonas_E(43.98354978354976),Hepatobacter penaei(35.69759407259407)
Zotu954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,9,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(83.19999999999999),Gammaproteobacteria(45.79999999999999),Pseudomonadales(37.39999999999999),Oleiphilaceae(37.39999999999999),Marinobacter(37.39999999999999),Marinobacter sp003030785(37.39999999999999)
Zotu967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,21,0,0,1,0,0,7,0,Bacteria(100.0),Proteobacteria(84.0),Gammaproteobacteria(46.0),Pseudomonadales(38.0),Oleiphilaceae(38.0),Marinobacter(38.0),Marinobacter sp003030785(38.0)
Zotu1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(84.79999999999998),Gammaproteobacteria(46.19999999999999),Pseudomonadales(38.59999999999999),Oleiphilaceae(38.59999999999999),Marinobacter(38.59999999999999),Marinobacter sp003030785(38.59999999999999)
Zotu1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(85.6),Gammaproteobacteria(46.4),Pseudomonadales(39.199999999999996),Oleiphilaceae(39.199999999999996),Marinobacter(39.199999999999996),Marinobacter sp003030785(39.199999999999996)
Zotu1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(86.0),Gammaproteobacteria(46.5),Pseudomonadales(39.5),Oleiphilaceae(39.5),Marinobacter(39.5),Marinobacter sp003030785(39.5)
Zotu1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,9,0,0,2,0,0,3,0,Bacteria(100.0),Proteobacteria(88.0),Gammaproteobacteria(47.0),Pseudomonadales(41.0),Oleiphilaceae(41.0),Marinobacter(41.0),Marinobacter sp003030785(41.0)
Zotu1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,6,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(88.4),Gammaproteobacteria(47.10000000000001),Pseudomonadales(41.300000000000004),Oleiphilaceae(41.300000000000004),Marinobacter(41.300000000000004),Marinobacter sp003030785(41.300000000000004)
Zotu1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(88.4),Gammaproteobacteria(47.10000000000001),Pseudomonadales(41.300000000000004),Oleiphilaceae(41.300000000000004),Marinobacter(41.300000000000004),Marinobacter sp003030785(41.300000000000004)
Zotu1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,Bacteria(100.00000000000001),Actinobacteriota(55.199999999999996),Actinobacteria(55.199999999999996),Actinomycetales(55.199999999999996),Micrococcaceae(55.199999999999996),Arthrobacter_D(55.199999999999996),Arthrobacter_D sp002929375(27.599999999999998)
Zotu1084,0,0,0,0,0,0,0,0,0,0,3,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Bacteroidota(100.00000000000001),Bacteroidia(100.00000000000001),Chitinophagales(100.00000000000001),Chitinophagaceae(100.00000000000001),Chitinophaga(57.83333333333334),Niastella koreensis(42.16666666666667)
Zotu1133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Bacteroidota(100.00000000000001),Bacteroidia(100.00000000000001),Cytophagales(100.00000000000001),Hymenobacteraceae(100.00000000000001),Hymenobacter(100.00000000000001),Hymenobacter coccineus(62.83333333333334)
Zotu1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,Bacteria(100.00000000000001),Bacteroidota(100.00000000000001),Bacteroidia(100.00000000000001),Cytophagales(100.00000000000001),Hymenobacteraceae(100.00000000000001),Hymenobacter(100.00000000000001),Hymenobacter swuensis(56.33333333333334)
Zotu1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Bacteroidota(100.00000000000001),Bacteroidia(100.00000000000001),Cytophagales(100.00000000000001),Hymenobacteraceae(100.00000000000001),Hymenobacter(98.16666666666669),Hymenobacter coccineus(56.00000000000001)
Zotu840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Bacteroidota(100.00000000000001),Bacteroidia(100.00000000000001),Cytophagales(100.00000000000001),Hymenobacteraceae(100.00000000000001),Hymenobacter(98.50000000000001),Hymenobacter coccineus(54.33333333333334)
Zotu879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Bacteroidota(100.00000000000001),Bacteroidia(100.00000000000001),Cytophagales(100.00000000000001),Hymenobacteraceae(100.00000000000001),Hymenobacter(99.00000000000001),Hymenobacter coccineus(61.16666666666667)
Zotu882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Bacteroidota(100.00000000000001),Bacteroidia(100.00000000000001),Cytophagales(100.00000000000001),Hymenobacteraceae(100.00000000000001),Hymenobacter(99.50000000000001),Hymenobacter coccineus(54.666666666666664)
Zotu890,0,0,0,0,0,0,0,0,0,0,4,8,11,3,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Campylobacterota(100.00000000000001),Campylobacteria(100.00000000000001),Campylobacterales(100.00000000000001),Campylobacteraceae(100.00000000000001),Campylobacter_B(59.75),Campylobacter_B ureolyticus(51.916666666666664)
Zotu1062,0,0,0,0,0,0,0,0,0,0,3,3,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Campylobacterota(100.00000000000001),Campylobacteria(100.00000000000001),Campylobacterales(100.00000000000001),Campylobacteraceae(100.00000000000001),Campylobacter_B(66.25),Campylobacter_B ureolyticus(54.58333333333333)
Zotu985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Firmicutes_A(100.00000000000001),Thermoanaerobacteria(100.00000000000001),Thermoanaerobacterales(100.00000000000001),Thermoanaerobacteraceae(100.00000000000001),Thermoanaerobacterium(100.00000000000001),Thermoanaerobacterium sp900205865(37.20000000000001)
Zotu1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,Bacteria(100.00000000000001),Firmicutes_A(100.00000000000001),Thermoanaerobacteria(100.00000000000001),Thermoanaerobacterales(100.00000000000001),Thermoanaerobacteraceae(100.00000000000001),Thermoanaerobacterium(100.00000000000001),Thermoanaerobacterium thermosaccharolyticum(30.25)
Zotu1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Firmicutes(100.00000000000001),Bacilli(100.00000000000001),Bacillales(100.00000000000001),Anoxybacillaceae(95.01883116883116),Parageobacillus(45.24126984126981),Parageobacillus_A caldoxylosilyticus(33.955483405483385)
Zotu1119,0,0,0,0,8,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,8,0,0,9,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Firmicutes(100.00000000000001),Bacilli(100.00000000000001),Bacillales(98.53174603174602),Bacillaceae_A(88.91944444444444),Bacillus_AC(70.78968253968254),Bacillus_AC circulans(35.39484126984127)
Zotu1333,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Firmicutes(100.00000000000001),Bacilli(100.00000000000001),Bacillales(99.28571428571432),Bacillaceae_A(96.4107142857143),Bacillus_AC(78.8047619047619),Bacillus_AC circulans(39.40238095238095)
Zotu1210,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,4,5,0,29,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Firmicutes(100.00000000000001),Bacilli(100.00000000000001),Bacillales(99.50000000000004),Bacillaceae_A(94.45714285714288),Bacillus_AC(80.06904761904761),Bacillus_AC circulans(40.034523809523805)
Zotu1151,0,0,0,0,0,0,0,0,0,0,35,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Firmicutes(100.00000000000001),Bacilli(100.00000000000001),Mycoplasmatales(100.00000000000001),Metamycoplasmataceae(100.00000000000001),Mycoplasmopsis(81.83333333333334),Mycoplasmopsis bovis(77.33333333333334)
Zotu872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Firmicutes(87.84370050017729),Bacilli(87.84370050017729),Staphylococcales(87.84370050017729),Staphylococcaceae(87.84370050017729),Staphylococcus(87.84370050017729),Staphylococcus pasteuri(6.078149749911367)
Zotu1257,0,0,0,0,0,0,0,0,11,221,0,0,0,0,0,0,0,42,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Firmicutes(99.56693306693309),Bacilli(99.56693306693309),Bacillales(99.56693306693309),Bacillaceae(95.67046842046845),Bacillus(85.80556943056943),Bacillus sonorensis(16.51646131646132)
Zotu1295,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Alphaproteobacteria(100.00000000000001),Acetobacterales(100.00000000000001),Acetobacteraceae(100.00000000000001),Acetobacter(100.00000000000001),Acetobacter malorum_A(57.56666666666668)
Zotu957,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Alphaproteobacteria(100.00000000000001),Acetobacterales(100.00000000000001),Acetobacteraceae(100.00000000000001),Acetobacter(100.00000000000001),Acetobacter malorum_A(64.06666666666668)
Zotu1236,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Alphaproteobacteria(100.00000000000001),Acetobacterales(100.00000000000001),Acetobacteraceae(100.00000000000001),Acetobacter(100.00000000000001),Acetobacter malorum_A(67.21904761904763)
Zotu1159,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Alphaproteobacteria(100.00000000000001),Rhizobiales(100.00000000000001),Beijerinckiaceae(100.00000000000001),Methylobacterium(100.00000000000001),Methylobacterium purpurogeneiscleroticus(14.2)
Zotu922,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Burkholderiales(100.00000000000001),Neisseriaceae(96.83333333333334),Snodgrassella(89.66666666666669),Snodgrassella alvi(76.23333333333335)
Zotu686,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Enterobacterales(100.00000000000001),Enterobacteriaceae(100.00000000000001),Yersinia(61.73640478295645),Serratia proteamaculans_C(6.716329838743626)
Zotu1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter idrijaensis(43.68730158730158)
Zotu573,0,3,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,1,3,3,2,3,1,1,0,2,5,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.031364468864464)
Zotu567,13,7,0,6,2,4,0,4,3,0,0,0,0,0,0,0,0,0,1,5,4,2,3,1,2,4,3,2,0,5,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.124145299145297)
Zotu549,3,4,0,4,2,0,0,1,4,6,0,0,0,0,0,0,0,0,1,6,8,0,5,1,8,0,10,4,0,0,4,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.27216117216117)
Zotu627,0,4,0,0,2,3,2,7,2,0,0,0,0,0,0,0,0,0,2,2,1,2,0,1,10,0,3,8,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.430952380952373)
Zotu663,0,5,0,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,1,2,4,4,0,0,3,0,2,2,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.44114774114774)
Zotu553,3,8,2,0,2,2,3,4,8,5,0,0,0,0,0,0,0,0,2,0,5,4,3,0,8,0,11,8,0,5,4,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.48843101343101)
Zotu657,0,1,0,2,0,0,0,11,4,0,0,0,0,0,0,0,0,0,1,6,2,0,3,0,3,2,2,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.558272283272288)
Zotu535,5,4,0,0,3,1,2,4,11,0,0,0,0,0,0,0,0,0,3,5,2,2,3,1,7,2,3,5,0,3,7,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.570451770451772)
Zotu593,0,3,0,6,0,2,0,7,7,0,0,0,0,0,0,0,0,3,0,8,3,4,2,1,2,2,0,3,0,0,0,2,4,4,0,0,0,0,4,1,2,0,0,0,1,2,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.58089133089133)
Zotu597,3,3,0,0,0,4,0,7,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,6,4,3,5,0,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.73043345543346)
Zotu538,0,5,0,4,0,4,0,7,3,0,0,0,0,0,0,0,1,0,0,6,5,4,11,0,1,0,5,4,0,2,2,0,5,5,0,0,0,0,2,3,7,0,12,5,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.82417761976586)
Zotu513,5,7,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,1,9,4,0,3,1,2,0,11,7,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Moraxellaceae(100.00000000000001),Acinetobacter(100.00000000000001),Acinetobacter sp000632455(17.88273809523809)
Zotu966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Pseudomonadaceae(100.00000000000001),Pseudomonas_E(100.00000000000001),Pseudomonas_E brassicacearum_A(6.628205128205121)
Zotu1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Pseudomonadaceae(100.00000000000001),Pseudomonas_E(100.00000000000001),Pseudomonas_E brassicacearum_A(6.628205128205121)
Zotu877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Pseudomonadaceae(100.00000000000001),Pseudomonas_E(100.00000000000001),Pseudomonas_E brassicacearum_A(6.942307692307691)
Zotu683,0,0,5,6,8,8,2,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,15,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Pseudomonadaceae(100.00000000000001),Pseudomonas_E(100.00000000000001),Pseudomonas_E lurida(5.265904977375568)
Zotu758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Pseudomonadaceae(100.00000000000001),Pseudomonas_E(100.00000000000001),Pseudomonas_E lurida(5.282647058823525)
Zotu603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(100.00000000000001),Pseudomonadales(100.00000000000001),Pseudomonadaceae(100.00000000000001),Pseudomonas_E(100.00000000000001),Pseudomonas_E lurida(5.477635746606338)
Zotu998,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(52.103300865800854),Pseudomonadales(52.103300865800854),Pseudomonadaceae(52.103300865800854),Hepatobacter(47.8966991341991),Hepatobacter penaei(47.8966991341991)
Zotu1114,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(55.75984848484852),Pseudomonadales(55.75984848484852),Pseudomonadaceae(55.75984848484852),Hepatobacter(44.24015151515152),Hepatobacter penaei(44.24015151515152)
